    number     Model      flag        RD         g       g_N       g_I      g_hH      g_hL       p_N       p_I     eps_N     eps_I
         2         3         1    0.0356    0.0669    0.0645    0.0645    0.0024    0.0024    0.6853    0.4529    0.0396    0.0261
         2         3         1    0.0357    0.0673    0.0649    0.0649    0.0024    0.0024    0.6830    0.4513    0.0398    0.0263
         3         3         1    0.0236    0.0242    0.0205    0.0205    0.0037    0.0037    1.1183    0.7390    0.0145    0.0096
         3         3         1    0.0238    0.0246    0.0209    0.0209    0.0037    0.0037    1.1083    0.7324    0.0148    0.0098
         3         3         1    0.0240    0.0249    0.0213    0.0213    0.0036    0.0036    1.0986    0.7260    0.0151    0.0100
         3         3         1    0.0243    0.0253    0.0217    0.0217    0.0036    0.0036    1.0891    0.7197    0.0154    0.0102
         3         3         1    0.0245    0.0256    0.0221    0.0221    0.0036    0.0036    1.0799    0.7136    0.0157    0.0104
         3         3         1    0.0247    0.0260    0.0224    0.0224    0.0036    0.0036    1.0709    0.7077    0.0160    0.0106
         3         3         1    0.0249    0.0263    0.0228    0.0228    0.0035    0.0035    1.0621    0.7019    0.0163    0.0108
         3         3         1    0.0251    0.0267    0.0232    0.0232    0.0035    0.0035    1.0535    0.6962    0.0166    0.0110
         3         3         1    0.0253    0.0270    0.0236    0.0236    0.0035    0.0035    1.0451    0.6907    0.0169    0.0112
         3         3         1    0.0255    0.0274    0.0239    0.0239    0.0035    0.0035    1.0369    0.6852    0.0172    0.0114
         3         3         1    0.0257    0.0278    0.0243    0.0243    0.0035    0.0035    1.0289    0.6799    0.0175    0.0116
         3         3         1    0.0259    0.0281    0.0247    0.0247    0.0034    0.0034    1.0211    0.6747    0.0178    0.0118
         3         3         1    0.0261    0.0285    0.0251    0.0251    0.0034    0.0034    1.0134    0.6697    0.0181    0.0120
         3         3         1    0.0263    0.0288    0.0254    0.0254    0.0034    0.0034    1.0058    0.6647    0.0184    0.0122
         3         3         1    0.0265    0.0292    0.0258    0.0258    0.0034    0.0034    0.9985    0.6598    0.0187    0.0124
         3         3         1    0.0267    0.0295    0.0262    0.0262    0.0034    0.0034    0.9912    0.6550    0.0190    0.0126
         3         3         1    0.0268    0.0299    0.0266    0.0266    0.0033    0.0033    0.9841    0.6503    0.0193    0.0128
         3         3         1    0.0772    0.0256    0.0221    0.0221    0.0034    0.0034    1.2268    0.6373    0.0158    0.0104
         3         3         1    0.0272    0.0306    0.0273    0.0273    0.0033    0.0033    0.9702    0.6412    0.0200    0.0132
         3         3         1    0.0274    0.0310    0.0277    0.0277    0.0033    0.0033    0.9635    0.6367    0.0203    0.0134
         3         3         1    0.0276    0.0313    0.0281    0.0281    0.0033    0.0033    0.9569    0.6323    0.0206    0.0136
         3         3         1    0.0278    0.0317    0.0284    0.0284    0.0033    0.0033    0.9504    0.6280    0.0209    0.0138
         3         3         1    0.0279    0.0321    0.0288    0.0288    0.0032    0.0032    0.9440    0.6238    0.0212    0.0140
         3         3         1    0.0281    0.0324    0.0292    0.0292    0.0032    0.0032    0.9377    0.6196    0.0215    0.0142
         3         3         1    0.0283    0.0328    0.0296    0.0296    0.0032    0.0032    0.9315    0.6155    0.0218    0.0144
         3         3         1    0.0285    0.0331    0.0299    0.0299    0.0032    0.0032    0.9253    0.6115    0.0221    0.0146
         3         3         1    0.0286    0.0335    0.0303    0.0303    0.0032    0.0032    0.9193    0.6075    0.0224    0.0148
         3         3         1    0.0288    0.0339    0.0307    0.0307    0.0032    0.0032    0.9134    0.6036    0.0227    0.0150
         3         3         1    0.0290    0.0342    0.0311    0.0311    0.0032    0.0032    0.9076    0.5997    0.0230    0.0152
         3         3         1    0.0291    0.0346    0.0314    0.0314    0.0032    0.0032    0.9018    0.5959    0.0233    0.0154
         3         3         1    0.0293    0.0350    0.0318    0.0318    0.0031    0.0031    0.8962    0.5922    0.0237    0.0156
         3         3         1    0.0295    0.0353    0.0322    0.0322    0.0031    0.0031    0.8906    0.5885    0.0240    0.0158
         3         3         1    0.0296    0.0357    0.0326    0.0326    0.0031    0.0031    0.8851    0.5849    0.0243    0.0160
         3         3         1    0.0298    0.0361    0.0330    0.0330    0.0031    0.0031    0.8796    0.5813    0.0246    0.0162
         3         3         1    0.0299    0.0364    0.0333    0.0333    0.0031    0.0031    0.8743    0.5777    0.0249    0.0165
         3         3         1    0.0301    0.0368    0.0337    0.0337    0.0031    0.0031    0.8690    0.5743    0.0252    0.0167
         3         3         1    0.0303    0.0372    0.0341    0.0341    0.0031    0.0031    0.8638    0.5708    0.0255    0.0169
         3         3         1    0.0304    0.0375    0.0345    0.0345    0.0031    0.0031    0.8586    0.5674    0.0258    0.0171
         3         3         1    0.0306    0.0379    0.0349    0.0349    0.0030    0.0030    0.8536    0.5641    0.0262    0.0173
         3         3         1    0.0307    0.0383    0.0352    0.0352    0.0030    0.0030    0.8486    0.5607    0.0265    0.0175
         3         3         1    0.0309    0.0386    0.0356    0.0356    0.0030    0.0030    0.8436    0.5575    0.0268    0.0177
         3         3         1    0.0310    0.0390    0.0360    0.0360    0.0030    0.0030    0.8387    0.5542    0.0271    0.0179
         3         3         1    0.0312    0.0394    0.0364    0.0364    0.0030    0.0030    0.8339    0.5511    0.0274    0.0181
         3         3         1    0.0313    0.0397    0.0368    0.0368    0.0030    0.0030    0.8291    0.5479    0.0278    0.0183
         3         3         1    0.0315    0.0401    0.0371    0.0371    0.0030    0.0030    0.8244    0.5448    0.0281    0.0186
         3         3         1    0.0316    0.0405    0.0375    0.0375    0.0030    0.0030    0.8198    0.5417    0.0284    0.0188
         3         3         1    0.0317    0.0409    0.0379    0.0379    0.0030    0.0030    0.8152    0.5387    0.0287    0.0190
         3         3         1    0.0319    0.0412    0.0383    0.0383    0.0030    0.0030    0.8107    0.5357    0.0290    0.0192
         3         3         1    0.0320    0.0416    0.0387    0.0387    0.0029    0.0029    0.8062    0.5327    0.0294    0.0194
         3         3         1    0.0322    0.0420    0.0391    0.0391    0.0029    0.0029    0.8017    0.5298    0.0297    0.0196
         3         3         1    0.0323    0.0424    0.0394    0.0394    0.0029    0.0029    0.7974    0.5269    0.0300    0.0198
         3         3         1    0.0324    0.0427    0.0398    0.0398    0.0029    0.0029    0.7930    0.5241    0.0303    0.0200
         3         3         1    0.0326    0.0431    0.0402    0.0402    0.0029    0.0029    0.7887    0.5212    0.0307    0.0203
         3         3         1    0.0327    0.0435    0.0406    0.0406    0.0029    0.0029    0.7845    0.5184    0.0310    0.0205
         3         3         1    0.0328    0.0439    0.0410    0.0410    0.0029    0.0029    0.7803    0.5157    0.0313    0.0207
         3         3         1    0.0330    0.0442    0.0414    0.0414    0.0029    0.0029    0.7762    0.5129    0.0316    0.0209
         3         3         1    0.0331    0.0446    0.0417    0.0417    0.0029    0.0029    0.7721    0.5102    0.0320    0.0211
         3         3         1    0.0332    0.0450    0.0421    0.0421    0.0029    0.0029    0.7681    0.5075    0.0323    0.0213
         3         3         1    0.0334    0.0454    0.0425    0.0425    0.0029    0.0029    0.7640    0.5049    0.0326    0.0216
         3         3         1    0.0335    0.0458    0.0429    0.0429    0.0029    0.0029    0.7601    0.5023    0.0330    0.0218
         3         3         1    0.0336    0.0461    0.0433    0.0433    0.0028    0.0028    0.7562    0.4997    0.0333    0.0220
         3         3         1    0.0338    0.0465    0.0437    0.0437    0.0028    0.0028    0.7523    0.4971    0.0336    0.0222
         3         3         1    0.0339    0.0469    0.0441    0.0441    0.0028    0.0028    0.7485    0.4946    0.0339    0.0224
         3         3         1    0.0340    0.0473    0.0444    0.0444    0.0028    0.0028    0.7447    0.4921    0.0343    0.0227
         3         3         1    0.0341    0.0476    0.0448    0.0448    0.0028    0.0028    0.7409    0.4896    0.0346    0.0229
         3         3         1    0.0342    0.0480    0.0452    0.0452    0.0028    0.0028    0.7372    0.4872    0.0349    0.0231
         3         3         1    0.0344    0.0484    0.0456    0.0456    0.0028    0.0028    0.7335    0.4847    0.0353    0.0233
         3         3         1    0.0345    0.0488    0.0460    0.0460    0.0028    0.0028    0.7299    0.4823    0.0356    0.0235
         3         3         1    0.0346    0.0492    0.0464    0.0464    0.0028    0.0028    0.7263    0.4799    0.0359    0.0238
         3         3         1    0.0347    0.0496    0.0468    0.0468    0.0028    0.0028    0.7227    0.4776    0.0363    0.0240
         3         3         1    0.0348    0.0499    0.0472    0.0472    0.0028    0.0028    0.7192    0.4753    0.0366    0.0242
         3         3         1    0.0350    0.0503    0.0476    0.0476    0.0028    0.0028    0.7157    0.4729    0.0370    0.0244
         3         3         1    0.0351    0.0507    0.0479    0.0479    0.0028    0.0028    0.7122    0.4707    0.0373    0.0246
         3         3         1    0.0352    0.0511    0.0483    0.0483    0.0028    0.0028    0.7088    0.4684    0.0376    0.0249
         3         3         1    0.0353    0.0515    0.0487    0.0487    0.0027    0.0027    0.7054    0.4662    0.0380    0.0251
         3         3         1    0.0354    0.0519    0.0491    0.0491    0.0027    0.0027    0.7021    0.4639    0.0383    0.0253
         3         3         1    0.0355    0.0522    0.0495    0.0495    0.0027    0.0027    0.6987    0.4617    0.0386    0.0255
         3         3         1    0.0356    0.0526    0.0499    0.0499    0.0027    0.0027    0.6954    0.4596    0.0390    0.0258
         3         3         1    0.0358    0.0530    0.0503    0.0503    0.0027    0.0027    0.6922    0.4574    0.0393    0.0260
         3         3         1    0.0359    0.0534    0.0507    0.0507    0.0027    0.0027    0.6889    0.4553    0.0397    0.0262
         3         3         1    0.0360    0.0538    0.0511    0.0511    0.0027    0.0027    0.6857    0.4532    0.0400    0.0264
         3         3         1    0.0361    0.0542    0.0515    0.0515    0.0027    0.0027    0.6826    0.4511    0.0403    0.0267
         3         3         1    0.0362    0.0545    0.0519    0.0519    0.0027    0.0027    0.6794    0.4490    0.0407    0.0269
         3         3         1    0.0363    0.0549    0.0522    0.0522    0.0027    0.0027    0.6763    0.4469    0.0410    0.0271
         3         3         1    0.0364    0.0553    0.0526    0.0526    0.0027    0.0027    0.6732    0.4449    0.0414    0.0273
         3         3         1    0.0365    0.0557    0.0530    0.0530    0.0027    0.0027    0.6702    0.4429    0.0417    0.0276
         3         3         1    0.0366    0.0561    0.0534    0.0534    0.0027    0.0027    0.6672    0.4409    0.0421    0.0278
         3         3         1    0.0367    0.0565    0.0538    0.0538    0.0027    0.0027    0.6642    0.4389    0.0424    0.0280
         3         3         1    0.0368    0.0569    0.0542    0.0542    0.0027    0.0027    0.6612    0.4369    0.0427    0.0282
         3         3         1    0.0369    0.0573    0.0546    0.0546    0.0027    0.0027    0.6583    0.4350    0.0431    0.0285
         3         3         1    0.0370    0.0576    0.0550    0.0550    0.0027    0.0027    0.6553    0.4331    0.0434    0.0287
         3         3         1    0.0371    0.0580    0.0554    0.0554    0.0026    0.0026    0.6524    0.4312    0.0438    0.0289
         3         3         1    0.0372    0.0584    0.0558    0.0558    0.0026    0.0026    0.6496    0.4293    0.0441    0.0292
         3         3         1    0.0373    0.0588    0.0562    0.0562    0.0026    0.0026    0.6467    0.4274    0.0445    0.0294
         3         3         1    0.0374    0.0592    0.0566    0.0566    0.0026    0.0026    0.6439    0.4255    0.0448    0.0296
         3         3         1    0.0375    0.0596    0.0570    0.0570    0.0026    0.0026    0.6411    0.4237    0.0452    0.0299
         3         3         1    0.0376    0.0600    0.0574    0.0574    0.0026    0.0026    0.6384    0.4219    0.0455    0.0301
         3         3         1    0.0377    0.0604    0.0578    0.0578    0.0026    0.0026    0.6356    0.4201    0.0459    0.0303
         3         3         1    0.0378    0.0608    0.0582    0.0582    0.0026    0.0026    0.6329    0.4183    0.0462    0.0305
         3         3         1    0.0379    0.0612    0.0586    0.0586    0.0026    0.0026    0.6302    0.4165    0.0466    0.0308
         3         3         1    0.0380    0.0616    0.0589    0.0589    0.0026    0.0026    0.6276    0.4147    0.0469    0.0310
